ZFIN ID	Symbol	NCBI Gene ID	Ensembl ID
ZDB-GENEP-091204-72	si:ch211-249g19.19p		ENSDARG00000095736
ZDB-GENEP-091204-78	si:dkey-181m19.3p		ENSDARG00000093897
ZDB-GENEP-100922-49	si:dkey-201i6.5p		ENSDARG00000092062
ZDB-GENEP-110408-1	si:ch211-57m13.14p		ENSDARG00000095785
ZDB-GENEP-110408-29	si:ch211-57m13.17p		ENSDARG00000095973
ZDB-GENEP-110408-43	si:ch211-57m13.13p		ENSDARG00000074072
ZDB-GENEP-110408-53	si:ch211-57m13.16p		ENSDARG00000091421
ZDB-GENEP-110408-68	si:ch211-57m13.12p		ENSDARG00000095845
ZDB-GENEP-110411-8	si:ch211-57m13.15p		ENSDARG00000095948
ZDB-GENEP-110913-153	si:dkey-179k24.7p		ENSDARG00000099414
ZDB-GENEP-110913-153	si:dkey-179k24.7p		ENSDARG00000099055
ZDB-GENEP-110913-36	si:ch73-289h5.1p		ENSDARG00000075820
ZDB-GENEP-110913-75	si:dkey-178a21.3p		ENSDARG00000091249
ZDB-GENEP-110913-82	si:dkey-234l24.10p		ENSDARG00000097023
ZDB-GENEP-110913-82	si:dkey-234l24.10p		ENSDARG00000090957
ZDB-GENEP-110914-106	si:ch211-117l9.1p		ENSDARG00000098409
ZDB-GENEP-110914-119	si:dkeyp-53e4.3p		ENSDARG00000096163
ZDB-GENEP-110914-158	si:dkey-25i10.3p		ENSDARG00000101382
ZDB-GENEP-110914-242	si:dkey-252l8.1p		ENSDARG00000095982
ZDB-GENEP-110914-35	si:ch211-246b8.8p		ENSDARG00000102716
ZDB-GENEP-110914-36	si:dkey-234l24.9p		ENSDARG00000086259
ZDB-GENEP-110914-36	si:dkey-234l24.9p		ENSDARG00000097419
ZDB-GENEP-110914-57	si:dkey-25i10.5p		ENSDARG00000095989
ZDB-GENEP-110914-59	si:dkey-30f3.3p		ENSDARG00000101424
ZDB-GENEP-110914-76	si:ch211-210m1.4p		ENSDARG00000089005
ZDB-GENEP-110914-92	si:dkey-16p6.3p		ENSDARG00000096162
ZDB-GENEP-120215-107	si:ch211-195m9.2p		ENSDARG00000071407
ZDB-GENEP-120215-192	si:ch73-267f5.2p		ENSDARG00000096317
ZDB-GENEP-120215-20	si:dkey-163m14.3p		ENSDARG00000023519
ZDB-GENEP-120215-46	si:dkey-163m14.8p		ENSDARG00000039891
ZDB-GENEP-120215-67	si:dkey-163m14.5p		ENSDARG00000096288
ZDB-GENEP-120215-72	si:dkey-15h19.3p		ENSDARG00000096377
ZDB-GENEP-120703-1	si:dkey-4j21.3p		ENSDARG00000098776
ZDB-GENEP-120703-52	si:dkeyp-44b5.1p		ENSDARG00000098522
ZDB-GENEP-120703-6	si:dkey-77p23.1p		ENSDARG00000101213
ZDB-GENEP-120703-8	si:dkey-22a18.1p		ENSDARG00000099626
ZDB-GENEP-120709-12	si:dkey-97l20.5p		ENSDARG00000104547
ZDB-GENEP-120709-14	si:dkey-8o9.3p		ENSDARG00000099174
ZDB-GENEP-120709-16	si:ch211-278p7.5p		ENSDARG00000090171
ZDB-GENEP-120709-26	si:dkey-16b10.3p		ENSDARG00000102130
ZDB-GENEP-120709-52	si:rp71-42a14.1p		ENSDARG00000100640
ZDB-GENEP-121214-327	si:ch211-138a18.1p		ENSDARG00000078963
ZDB-GENEP-121214-341	ifit13p		ENSDARG00000096618
ZDB-GENEP-121214-62	si:dkey-269i1.2p		ENSDARG00000096563
ZDB-GENEP-121214-97	si:dkey-31e10.6p		ENSDARG00000096564
ZDB-GENEP-130531-10	si:ch211-226h7.4p		ENSDARG00000092719
ZDB-GENEP-130531-11	si:ch211-226h7.7p		ENSDARG00000052626
ZDB-GENEP-131118-1	si:ch211-212c13.7p		ENSDARG00000097504
ZDB-GENEP-131118-11	si:ch211-108c17.3p		ENSDARG00000077794
ZDB-GENEP-131118-14	si:dkey-12n3.1p		ENSDARG00000098721
ZDB-GENEP-131118-22	si:ch211-212c13.9p		ENSDARG00000095315
ZDB-GENEP-131119-8	si:ch211-212c13.6p		ENSDARG00000093780
ZDB-GENEP-131120-33	si:dkey-146c18.3p		ENSDARG00000103809
ZDB-GENEP-131121-100	si:ch211-84k18.3p		ENSDARG00000097513
ZDB-GENEP-131121-124	si:ch211-235m3.6p		ENSDARG00000097832
ZDB-GENEP-131121-311	si:ch211-235m3.9p		ENSDARG00000088739
ZDB-GENEP-131122-10	si:dkey-29n10.1p		ENSDARG00000100565
ZDB-GENEP-131122-19	si:ch73-281f12.3p		ENSDARG00000088908
ZDB-GENEP-131122-23	si:dkey-52d15.1p		ENSDARG00000077872
ZDB-GENEP-131122-34	si:ch73-80e5.5p		ENSDARG00000094923
ZDB-GENEP-131122-73	si:dkey-165o8.4p		ENSDARG00000098741
ZDB-GENEP-131127-576	si:dkey-14f6.1p		ENSDARG00000097494
ZDB-GENEP-141210-12	si:dkey-28k24.1p		ENSDARG00000100655
ZDB-GENEP-141210-13	si:ch211-14g13.5p		ENSDARG00000077318
ZDB-GENEP-141211-65	si:ch211-186e20.5p		ENSDARG00000090916
ZDB-GENEP-141211-8	si:ch211-186e20.6p		ENSDARG00000091800
ZDB-GENEP-141212-109	si:ch211-215j19.5p		ENSDARG00000104577
ZDB-GENEP-141212-113	si:dkey-161l11.60p		ENSDARG00000103217
ZDB-GENEP-141212-180	si:dkey-161l11.77p		ENSDARG00000099208
ZDB-GENEP-141212-219	si:dkey-10b15.7p		ENSDARG00000094713
ZDB-GENEP-141212-220	si:dkey-10b15.11p		ENSDARG00000068819
ZDB-GENEP-141212-222	si:dkey-10b15.9p		ENSDARG00000093522
ZDB-GENEP-141212-242	si:dkey-10b15.5p		ENSDARG00000098865
ZDB-GENEP-141212-243	si:dkey-10b15.10p		ENSDARG00000068800
ZDB-GENEP-141212-247	si:dkey-10b15.4p		ENSDARG00000092951
ZDB-GENEP-141212-248	si:dkey-10b15.12p		ENSDARG00000090177
ZDB-GENEP-141212-260	si:ch73-217b7.3p		ENSDARG00000087978
ZDB-GENEP-141212-275	si:ch73-217b7.4p		ENSDARG00000054846
ZDB-GENEP-141212-277	si:dkey-178j11.2p		ENSDARG00000101202
ZDB-GENEP-141212-341	si:ch1073-308d8.1p		ENSDARG00000098089
ZDB-GENEP-141212-361	si:ch73-111k22.4p		ENSDARG00000043842.
ZDB-GENEP-141216-13	si:ch73-19f24.2p		ENSDARG00000067872
ZDB-GENEP-141216-130	si:ch211-215a9.24p		ENSDARG00000101383
ZDB-GENEP-141216-147	si:ch73-46n24.3p		ENSDARG00000099426
ZDB-GENEP-141216-179	si:ch73-49k17.4p		ENSDARG00000100077
ZDB-GENEP-141216-181	si:dkey-160o24.4p		ENSDARG00000103386
ZDB-GENEP-141216-196	si:dkey-200f17.3p		ENSDARG00000093902
ZDB-GENEP-141216-24	si:ch211-67o16.3p		ENSDARG00000104214
ZDB-GENEP-141216-241	si:ch73-19f24.3p		ENSDARG00000093360
ZDB-GENEP-141216-25	si:ch211-67o16.8p		ENSDARG00000103053
ZDB-GENEP-141216-303	si:dkey-74k8.8p		ENSDARG00000098415
ZDB-GENEP-141216-33	si:ch211-67o16.7p		ENSDARG00000104112
ZDB-GENEP-141216-57	si:ch211-67o16.4p		ENSDARG00000102409
ZDB-GENEP-141216-58	si:ch211-67o16.5p		ENSDARG00000100799
ZDB-GENEP-141216-86	si:ch211-67o16.6p		ENSDARG00000100547
ZDB-GENEP-141222-37	si:ch211-215a9.36p		ENSDARG00000103644
ZDB-GENEP-150204-1	grm7p		ENSDARG00000096942
ZDB-GENEP-160113-12	si:dkey-86p22.2p		ENSDARG00000086015
ZDB-GENEP-160113-126	si:dkey-81n2.3p		ENSDARG00000088818
ZDB-GENEP-160113-140	si:ch73-368j24.16p		ENSDARG00000105496
ZDB-GENEP-160113-87	si:ch211-165f21.11p		ENSDARG00000105386
ZDB-GENEP-160114-76	si:ch211-241c24.2p		ENSDARG00000105371
ZDB-GENEP-160728-10	si:dkeyp-78e10.1p		ENSDARG00000007199
ZDB-GENEP-160728-103	si:ch211-112g6.7p		ENSDARG00000105563
ZDB-GENEP-160728-107	si:dkey-88a11.4p		ENSDARG00000105537
ZDB-GENEP-160728-122	si:dkey-58i8.4p		ENSDARG00000105550
ZDB-GENEP-160728-128	si:ch73-41h24.12p		ENSDARG00000105642
ZDB-GENEP-160728-13	si:dkey-78a14.2p		ENSDARG00000036067
ZDB-GENEP-160728-130	si:dkey-50e6.5p		ENSDARG00000105606
ZDB-GENEP-160728-131	si:ch211-112g6.10p		ENSDARG00000104020
ZDB-GENEP-160728-140	si:dkey-50e6.6p		ENSDARG00000100062
ZDB-GENEP-160728-18	si:dkey-106g10.8p		ENSDARG00000105611
ZDB-GENEP-160728-26	si:dkey-182o15.6p		ENSDARG00000105628
ZDB-GENEP-160728-74	si:dkey-88a11.3p		ENSDARG00000105519
ZDB-GENEP-160728-75	si:ch211-162m14.4p		ENSDARG00000104955
ZDB-GENEP-160728-77	si:dkey-88a11.8p		ENSDARG00000105613
ZDB-GENEP-160728-83	si:ch211-112g6.11p		ENSDARG00000116770
ZDB-GENEP-160728-92	si:ch73-41h24.10p		ENSDARG00000105552
ZDB-GENEP-160728-98	si:dkey-50e6.7p		ENSDARG00000102930
ZDB-GENEP-161017-106	si:dkey-1m11.10p		ENSDARG00000105766
ZDB-GENEP-161017-16	si:ch211-161m3.8p		ENSDARG00000105749
ZDB-GENEP-161017-29	si:ch211-34m5.2p		ENSDARG00000105693
ZDB-GENEP-161017-31	si:ch73-149b22.6p		ENSDARG00000105830
ZDB-GENEP-161017-61	si:ch211-161m3.5p		ENSDARG00000096058
ZDB-GENEP-161017-77	si:ch211-133d24.26p		ENSDARG00000105758
ZDB-GENEP-161020-2	si:dkey-92k1.16p		ENSDARG00000105777
ZDB-GENEP-161020-3	si:dkey-92k1.13p		ENSDARG00000105813
ZDB-GENEP-161020-7	si:ch211-51a20.25p		ENSDARG00000105750
ZDB-GENEP-161020-8	si:ch211-122f10.6p		ENSDARG00000105755
ZDB-GENEP-180820-1	vrk1p		ENSDARG00000091657
ZDB-LINCRNAG-030131-2982	si:dkey-82f1.1		ENSDARG00000096850
ZDB-LINCRNAG-040724-154	si:dkey-33i22.1		ENSDARG00000094664
ZDB-LINCRNAG-040724-195	si:dkey-155d18.1		ENSDARG00000070890
ZDB-LINCRNAG-040724-248	si:ch211-142k18.1		ENSDARG00000093899
ZDB-LINCRNAG-041001-153	si:dkey-183n20.2		ENSDARG00000095707
ZDB-LINCRNAG-041014-141	si:dkey-54g2.3		ENSDARG00000092913
ZDB-LINCRNAG-041014-184	si:ch211-213i16.3		ENSDARG00000094104
ZDB-LINCRNAG-041014-185	si:ch211-213i16.2		ENSDARG00000095450
ZDB-LINCRNAG-041014-195	si:dkey-156m18.2		ENSDARG00000096790
ZDB-LINCRNAG-041014-236	si:dkey-241l7.10		ENSDARG00000086925
ZDB-LINCRNAG-041014-25	si:ch211-10j20.3		ENSDARG00000095211
ZDB-LINCRNAG-041014-305	si:dkey-14a7.3		ENSDARG00000094567
ZDB-LINCRNAG-041014-343	si:dkey-166k9.2		ENSDARG00000092980
ZDB-LINCRNAG-041210-246	si:ch211-284f7.1		ENSDARG00000094545
ZDB-LINCRNAG-041210-334	si:dkey-207j16.4		ENSDARG00000095446
ZDB-LINCRNAG-041210-337	si:dkey-207j16.3		ENSDARG00000093014
ZDB-LINCRNAG-041210-341	si:dkey-146m20.1		ENSDARG00000098615
ZDB-LINCRNAG-041210-361	si:dkey-207j16.8		ENSDARG00000092922
ZDB-LINCRNAG-041210-362	si:dkey-207j16.7		ENSDARG00000093853
ZDB-LINCRNAG-041210-55	si:ch211-281k12.4		ENSDARG00000093557
ZDB-LINCRNAG-050208-254	si:ch211-147k10.6		ENSDARG00000096922
ZDB-LINCRNAG-050208-390	si:dkeyp-53d3.6		ENSDARG00000102448
ZDB-LINCRNAG-050309-277	im:7154473		ENSDARG00000097825
ZDB-LINCRNAG-050419-143	si:ch211-91g3.4		ENSDARG00000092717
ZDB-LINCRNAG-050419-257	si:ch211-136a13.2		ENSDARG00000092142
ZDB-LINCRNAG-060503-116	si:ch211-203o8.5		ENSDARG00000104362
ZDB-LINCRNAG-060503-498	si:ch211-222h17.8		ENSDARG00000093924
ZDB-LINCRNAG-060503-510	si:ch211-267k22.1		ENSDARG00000092592
ZDB-LINCRNAG-060503-513	si:ch211-80j13.1		ENSDARG00000096558
ZDB-LINCRNAG-060503-622	si:dkey-208k4.7		ENSDARG00000096641
ZDB-LINCRNAG-060503-860	si:ch211-165f21.1		ENSDARG00000094276
ZDB-LINCRNAG-060526-238	si:dkey-195m1.4		ENSDARG00000091977
ZDB-LINCRNAG-060526-240	si:dkey-199k11.8		ENSDARG00000101731
ZDB-LINCRNAG-060526-268	si:dkey-235h8.1		ENSDARG00000095906
ZDB-LINCRNAG-060526-360	linc.0464		ENSDARG00000094128
ZDB-LINCRNAG-060526-52	si:ch211-155m12.5		ENSDARG00000100960
ZDB-LINCRNAG-060526-56	si:ch211-15o14.2		ENSDARG00000095282
ZDB-LINCRNAG-060526-62	linc.6913		ENSDARG00000097904
ZDB-LINCRNAG-060526-81	si:ch211-202e12.3		ENSDARG00000095715
ZDB-LINCRNAG-060531-118	si:dkey-23a17.3		ENSDARG00000100165
ZDB-LINCRNAG-060531-136	si:dkey-2j6.5		ENSDARG00000102227
ZDB-LINCRNAG-060531-143	si:dkey-49o11.2		ENSDARG00000096925
ZDB-LINCRNAG-060531-146	si:dkey-54i3.2		ENSDARG00000100699
ZDB-LINCRNAG-061207-3	si:ch211-112k3.2		ENSDARG00000092599
ZDB-LINCRNAG-061207-38	si:ch211-51n3.1		ENSDARG00000094135
ZDB-LINCRNAG-061207-50	si:dkey-148f24.3		ENSDARG00000095755
ZDB-LINCRNAG-061207-51	si:dkey-148f24.5		ENSDARG00000094148
ZDB-LINCRNAG-061207-79	linc.3852		ENSDARG00000094560
ZDB-LINCRNAG-070424-111	si:ch211-114l13.11		ENSDARG00000092358
ZDB-LINCRNAG-070424-185	si:ch211-39n21.1		ENSDARG00000093470
ZDB-LINCRNAG-070424-191	si:ch211-69i3.3		ENSDARG00000093331
ZDB-LINCRNAG-070424-191	si:ch211-69i3.3		ENSDARG00000104698
ZDB-LINCRNAG-070705-118	si:ch211-222m2.1		ENSDARG00000091887
ZDB-LINCRNAG-070705-147	si:ch211-253h3.2		ENSDARG00000092208
ZDB-LINCRNAG-070705-161	si:ch211-262n1.3		ENSDARG00000093020
ZDB-LINCRNAG-070705-174	si:ch211-284a16.4		ENSDARG00000098768
ZDB-LINCRNAG-070705-210	si:ch73-158e15.1		ENSDARG00000104445
ZDB-LINCRNAG-070705-216	si:ch73-186j5.4		ENSDARG00000093518
ZDB-LINCRNAG-070705-294	si:dkey-12n16.1		ENSDARG00000093815
ZDB-LINCRNAG-070705-348	si:dkey-1h6.6		ENSDARG00000093696
ZDB-LINCRNAG-070705-516	si:dkey-9p20.19		ENSDARG00000093576
ZDB-LINCRNAG-070705-516	si:dkey-9p20.19		ENSDARG00000096099
ZDB-LINCRNAG-070705-52	si:ch211-155a19.2		ENSDARG00000095158
ZDB-LINCRNAG-070705-63	si:ch211-157e21.2		ENSDARG00000105079
ZDB-LINCRNAG-070705-66	si:ch211-157e21.22		ENSDARG00000101254
ZDB-LINCRNAG-070912-14	si:ch211-10h13.2		ENSDARG00000102833
ZDB-LINCRNAG-070912-3	si:ch1073-172f18.2		ENSDARG00000097886
ZDB-LINCRNAG-070912-346	si:dkey-100n23.4		ENSDARG00000092870
ZDB-LINCRNAG-070912-427	si:dkey-1p9.4		ENSDARG00000095066
ZDB-LINCRNAG-070912-479	si:dkey-25c4.1		ENSDARG00000091901
ZDB-LINCRNAG-070912-545	si:dkey-4i23.7		ENSDARG00000094295
ZDB-LINCRNAG-070912-637	si:dkeyp-13a3.6		ENSDARG00000094988
ZDB-LINCRNAG-070912-67	si:ch211-139k8.2		ENSDARG00000091946
ZDB-LINCRNAG-070912-701	si:rp71-29l5.1		ENSDARG00000091870
ZDB-LINCRNAG-080225-30	si:dkeyp-116h7.2		ENSDARG00000092632
ZDB-LINCRNAG-080917-29	si:ch211-84g22.1		ENSDARG00000097724
ZDB-LINCRNAG-081104-133	si:ch211-152l15.1		ENSDARG00000097971
ZDB-LINCRNAG-081104-185	si:ch211-224m9.4		ENSDARG00000093471
ZDB-LINCRNAG-081104-196	si:ch211-244l7.1		ENSDARG00000094865
ZDB-LINCRNAG-081104-221	si:ch211-278b7.7		ENSDARG00000094078
ZDB-LINCRNAG-081104-278	si:ch73-301c19.3		ENSDARG00000093355
ZDB-LINCRNAG-081104-311	si:dkey-145c18.6		ENSDARG00000092709
ZDB-LINCRNAG-081104-358	si:dkey-206d17.5		ENSDARG00000099249
ZDB-LINCRNAG-081104-367	si:dkey-20d21.6		ENSDARG00000092715
ZDB-LINCRNAG-081105-112	si:ch211-196c10.5		ENSDARG00000093172
ZDB-LINCRNAG-081105-152	si:ch211-163b2.2		ENSDARG00000092243
ZDB-LINCRNAG-081107-45	si:ch73-49p17.1		ENSDARG00000094815
ZDB-LINCRNAG-081107-59	si:dkey-196j8.3		ENSDARG00000095303
ZDB-LINCRNAG-090311-39	si:dkey-178o8.2		ENSDARG00000095139
ZDB-LINCRNAG-090312-16	si:ch211-145d10.5		ENSDARG00000094086
ZDB-LINCRNAG-090313-138	si:ch73-17k20.1		ENSDARG00000092808
ZDB-LINCRNAG-090313-142	si:ch73-191k20.4		ENSDARG00000093438
ZDB-LINCRNAG-090313-145	si:ch73-234b20.4		ENSDARG00000093688
ZDB-LINCRNAG-090313-205	si:dkey-187a12.4		ENSDARG00000091897
ZDB-LINCRNAG-090313-213	si:dkey-18j14.4		ENSDARG00000092278
ZDB-LINCRNAG-090313-226	si:dkey-203c4.2		ENSDARG00000093890
ZDB-LINCRNAG-090313-290	si:dkey-265j8.1		ENSDARG00000086963
ZDB-LINCRNAG-090313-390	si:dkeyp-73a2.2		ENSDARG00000079785
ZDB-LINCRNAG-090313-57	si:ch211-170i2.2		ENSDARG00000092014
ZDB-LINCRNAG-090313-62	si:ch211-194c21.1		ENSDARG00000092109
ZDB-LINCRNAG-090716-1	si:dkey-24m12.2		ENSDARG00000099630
ZDB-LINCRNAG-091113-10	si:ch211-222d3.3		ENSDARG00000092120
ZDB-LINCRNAG-091116-47	si:rp71-26b20.1		ENSDARG00000095432
ZDB-LINCRNAG-091116-57	si:dkey-189o20.1		ENSDARG00000093449
ZDB-LINCRNAG-091118-11	si:ch211-272f15.5		ENSDARG00000097602
ZDB-LINCRNAG-091118-51	si:dkey-163i6.7		ENSDARG00000093473
ZDB-LINCRNAG-091204-104	si:ch211-222d3.4		ENSDARG00000094883
ZDB-LINCRNAG-091204-135	si:ch1073-111a5.3		ENSDARG00000095081
ZDB-LINCRNAG-091204-141	si:ch73-249k16.3		ENSDARG00000094247
ZDB-LINCRNAG-091204-273	si:dkey-125h23.1		ENSDARG00000094455
ZDB-LINCRNAG-091204-325	si:ch211-198f4.4		ENSDARG00000102174
ZDB-LINCRNAG-091204-34	si:dkey-3h23.2		ENSDARG00000095144
ZDB-LINCRNAG-091204-366	si:ch211-203l7.3		ENSDARG00000092282
ZDB-LINCRNAG-091204-38	si:ch211-226m13.1		ENSDARG00000100967
ZDB-LINCRNAG-091204-41	linc.setd1ba		ENSDARG00000093535
ZDB-LINCRNAG-091204-42	si:ch211-69l10.2		ENSDARG00000093108
ZDB-LINCRNAG-100922-111	si:dkey-71b5.6		ENSDARG00000092801
ZDB-LINCRNAG-100922-131	si:ch211-59g22.1		ENSDARG00000093663
ZDB-LINCRNAG-100922-140	si:dkey-108f8.6		ENSDARG00000093592
ZDB-LINCRNAG-100922-147	si:dkey-108f8.7		ENSDARG00000092040
ZDB-LINCRNAG-100922-161	si:dkey-248g17.3		ENSDARG00000092272
ZDB-LINCRNAG-100922-194	si:dkey-182g1.8		ENSDARG00000093787
ZDB-LINCRNAG-100922-273	si:dkey-71b5.2		ENSDARG00000093926
ZDB-LINCRNAG-100922-90	si:dkey-19n13.5		ENSDARG00000088741
ZDB-LINCRNAG-101111-4	trbc1		ENSDARG00000091233
ZDB-LINCRNAG-110411-105	si:dkey-6n3.3		ENSDARG00000095820
ZDB-LINCRNAG-110411-109	si:dkey-119g10.3		ENSDARG00000095798
ZDB-LINCRNAG-110411-153	si:ch211-205p4.1		ENSDARG00000095852
ZDB-LINCRNAG-110411-162	si:ch211-222h17.9		ENSDARG00000095951
ZDB-LINCRNAG-110411-172	si:ch73-167f18.4		ENSDARG00000095970
ZDB-LINCRNAG-110411-184	si:dkey-13k17.1		ENSDARG00000095787
ZDB-LINCRNAG-110411-192	si:dkey-119g10.4		ENSDARG00000095801
ZDB-LINCRNAG-110411-208	si:ch73-269m23.4		ENSDARG00000095832
ZDB-LINCRNAG-110411-21	si:dkey-202i12.5		ENSDARG00000094396
ZDB-LINCRNAG-110411-24	si:dkey-42i9.15		ENSDARG00000095950
ZDB-LINCRNAG-110411-278	si:dkey-119g10.5		ENSDARG00000087623
ZDB-LINCRNAG-110411-286	si:dkey-119g10.6		ENSDARG00000095803
ZDB-LINCRNAG-110411-36	si:ch73-167f18.3		ENSDARG00000095933
ZDB-LINCRNAG-110411-51	si:dkey-179o14.4		ENSDARG00000095941
ZDB-LINCRNAG-110411-65	si:ch211-132p20.5		ENSDARG00000095920
ZDB-LINCRNAG-110411-98	si:ch211-13b16.1		ENSDARG00000095883
ZDB-LINCRNAG-110913-69	si:ch211-194h1.1		ENSDARG00000100463
ZDB-LINCRNAG-110913-71	si:ch211-212k5.2		ENSDARG00000098095
ZDB-LINCRNAG-110913-95	si:dkey-220o21.5		ENSDARG00000101772
ZDB-LINCRNAG-110914-105	si:ch211-179l5.5		ENSDARG00000096121
ZDB-LINCRNAG-110914-116	si:dkey-222o15.2		ENSDARG00000101230
ZDB-LINCRNAG-110914-138	si:dkey-222o15.3		ENSDARG00000104819
ZDB-LINCRNAG-110914-145	si:ch211-10m5.2		ENSDARG00000096066
ZDB-LINCRNAG-110914-146	si:ch211-178j18.3		ENSDARG00000095998
ZDB-LINCRNAG-110914-155	si:dkey-72l17.8		ENSDARG00000101475
ZDB-LINCRNAG-110914-168	si:ch211-10m5.3		ENSDARG00000096101
ZDB-LINCRNAG-110914-170	si:dkey-222o15.1		ENSDARG00000100671
ZDB-LINCRNAG-110914-173	si:dkey-6a5.10		ENSDARG00000096135
ZDB-LINCRNAG-110914-18	si:ch211-199m9.3		ENSDARG00000102917
ZDB-LINCRNAG-110914-195	si:dkey-200j6.5		ENSDARG00000096190
ZDB-LINCRNAG-110914-197	si:ch211-117l17.3		ENSDARG00000098227
ZDB-LINCRNAG-110914-198	si:dkey-153k10.14		ENSDARG00000096009
ZDB-LINCRNAG-110914-201	si:dkey-146n1.4		ENSDARG00000096147
ZDB-LINCRNAG-110914-206	si:ch211-145g9.7		ENSDARG00000096092
ZDB-LINCRNAG-110914-218	si:ch211-284f7.2		ENSDARG00000096131
ZDB-LINCRNAG-110914-220	si:dkey-9i5.1		ENSDARG00000096099
ZDB-LINCRNAG-110914-222	si:ch211-162i8.6		ENSDARG00000096194
ZDB-LINCRNAG-110914-224	si:dkey-157e10.7		ENSDARG00000103536
ZDB-LINCRNAG-110914-229	si:ch73-316k5.5		ENSDARG00000096154
ZDB-LINCRNAG-110914-231	si:dkey-21h14.17		ENSDARG00000096218
ZDB-LINCRNAG-110914-237	si:dkey-256i11.4		ENSDARG00000096098
ZDB-LINCRNAG-110914-238	si:dkey-51d8.8		ENSDARG00000096074
ZDB-LINCRNAG-110914-239	si:dkey-70b24.7		ENSDARG00000096119
ZDB-LINCRNAG-110914-240	si:dkey-115f9.3		ENSDARG00000096099
ZDB-LINCRNAG-110914-247	si:dkey-11p23.12		ENSDARG00000096021
ZDB-LINCRNAG-110914-250	si:dkey-200j6.4		ENSDARG00000096193
ZDB-LINCRNAG-110914-4	si:dkey-149m13.3		ENSDARG00000094195
ZDB-LINCRNAG-110914-65	si:ch211-145h19.2		ENSDARG00000099669
ZDB-LINCRNAG-110914-82	si:dkey-51d8.11		ENSDARG00000095099
ZDB-LINCRNAG-110914-86	si:dkey-238o14.4		ENSDARG00000105242
ZDB-LINCRNAG-110914-87	si:dkey-51d8.10		ENSDARG00000096078
ZDB-LINCRNAG-120215-113	si:ch211-76l23.6		ENSDARG00000096287
ZDB-LINCRNAG-120215-117	si:ch211-173b9.5		ENSDARG00000096400
ZDB-LINCRNAG-120215-124	si:dkey-23a11.3		ENSDARG00000096347
ZDB-LINCRNAG-120215-127	si:dkeyp-113d7.11		ENSDARG00000096336
ZDB-LINCRNAG-120215-144	linc.sox4a		ENSDARG00000096312
ZDB-LINCRNAG-120215-161	si:dkeyp-87d8.9		ENSDARG00000096300
ZDB-LINCRNAG-120215-162	si:ch211-229o8.4		ENSDARG00000096295
ZDB-LINCRNAG-120215-168	si:dkey-13n23.4		ENSDARG00000096420
ZDB-LINCRNAG-120215-169	si:ch211-181l5.5		ENSDARG00000096429
ZDB-LINCRNAG-120215-173	si:rp71-1i8.1		ENSDARG00000096309
ZDB-LINCRNAG-120215-184	si:dkey-172o7.1		ENSDARG00000096414
ZDB-LINCRNAG-120215-188	si:ch211-129n15.7		ENSDARG00000096358
ZDB-LINCRNAG-120215-195	si:ch211-220l16.2		ENSDARG00000096293
ZDB-LINCRNAG-120215-197	si:ch211-207c15.7		ENSDARG00000096422
ZDB-LINCRNAG-120215-206	si:ch211-15l16.3		ENSDARG00000100470
ZDB-LINCRNAG-120215-207	si:dkey-73n10.12		ENSDARG00000096323
ZDB-LINCRNAG-120215-218	si:dkey-176g1.4		ENSDARG00000096232
ZDB-LINCRNAG-120215-230	si:dkey-1n7.1		ENSDARG00000096352
ZDB-LINCRNAG-120215-260	si:dkeyp-72g8.1		ENSDARG00000096325
ZDB-LINCRNAG-120215-41	si:dkey-153m14.1		ENSDARG00000096403
ZDB-LINCRNAG-120215-6	si:ch211-150o20.5		ENSDARG00000096417
ZDB-LINCRNAG-120215-65	si:dkeyp-22c6.1		ENSDARG00000098945
ZDB-LINCRNAG-120215-7	si:dkey-208k4.10		ENSDARG00000102192
ZDB-LINCRNAG-120215-87	si:dkey-176g1.6		ENSDARG00000096270
ZDB-LINCRNAG-120215-93	si:ch211-267d1.1		ENSDARG00000096320
ZDB-LINCRNAG-120703-26	si:dkey-201g16.6		ENSDARG00000103538
ZDB-LINCRNAG-120709-102	si:dkey-250k10.3		ENSDARG00000100283
ZDB-LINCRNAG-120709-106	si:ch211-147k9.3		ENSDARG00000096460
ZDB-LINCRNAG-120709-107	si:dkey-192l18.10		ENSDARG00000096447
ZDB-LINCRNAG-120709-20	si:dkeyp-107f9.3		ENSDARG00000104351
ZDB-LINCRNAG-120709-23	si:dkey-22h13.5		ENSDARG00000096493
ZDB-LINCRNAG-120709-27	si:dkey-40n15.3		ENSDARG00000096501
ZDB-LINCRNAG-120709-28	si:dkey-81i14.5		ENSDARG00000096499
ZDB-LINCRNAG-120709-29	si:rp71-42a14.2		ENSDARG00000098519
ZDB-LINCRNAG-120709-42	si:dkey-22h13.4		ENSDARG00000096434
ZDB-LINCRNAG-120709-47	si:dkey-118j18.3		ENSDARG00000096455
ZDB-LINCRNAG-120709-6	si:dkeyp-44b5.2		ENSDARG00000105244
ZDB-LINCRNAG-120709-64	si:dkey-22h13.7		ENSDARG00000096486
ZDB-LINCRNAG-120709-65	si:dkey-22h13.6		ENSDARG00000096478
ZDB-LINCRNAG-120709-66	si:dkey-4j21.1		ENSDARG00000092775
ZDB-LINCRNAG-120709-68	si:ch211-73m21.2		ENSDARG00000096461
